studentnummer;datum;antwoord;toelichting
100406;2026-04-06;1;
100406;2026-04-27;2;
100407;2026-03-09;2;
100407;2026-03-23;1;
100407;2026-04-20;1;
100407;2026-04-27;1;
100408;2026-03-09;1;Tentamens zijn goed gegaan
100408;2026-04-20;1;
100409;2026-03-09;3;Echt te veel allemaal
100409;2026-03-23;1;
100410;2026-03-30;1;
100410;2026-04-13;1;
100410;2026-04-27;1;
100411;2026-03-02;2;Moeite met plannen
100411;2026-03-16;1;
100411;2026-03-30;2;Druk met stage
100411;2026-04-06;1;Beetje beter
100411;2026-04-27;2;
100411;2026-05-04;2;
100412;2026-03-16;2;
100412;2026-03-30;1;
100412;2026-04-27;1;
100413;2026-03-16;2;Beetje stress
100413;2026-03-23;1;
100413;2026-04-06;3;Conflict met stagebegeleider
100413;2026-04-27;1;
100414;2026-03-09;2;
100414;2026-03-16;1;
100414;2026-03-23;1;
100414;2026-03-30;1;
100414;2026-04-06;2;
100414;2026-05-04;1;
100415;2026-03-02;1;
100415;2026-03-09;3;
100415;2026-03-16;2;Slechte nachtrust
100415;2026-03-23;2;Veel huiswerk deze week
100415;2026-03-30;1;
100415;2026-04-20;2;
100415;2026-05-04;1;
100416;2026-03-23;1;
100416;2026-03-30;1;Tentamens zijn goed gegaan
100416;2026-04-06;1;
100416;2026-04-13;1;
100416;2026-04-20;1;
100417;2026-03-09;1;Beetje beter
100417;2026-03-16;1;
100417;2026-03-23;1;
100417;2026-03-30;1;
100417;2026-04-20;1;
100417;2026-04-27;1;
100418;2026-03-23;2;
100418;2026-04-20;1;
100419;2026-03-02;1;Goed weekend gehad
100419;2026-03-16;1;
100419;2026-03-23;3;
100419;2026-03-30;1;Stage gaat lekker
100419;2026-04-06;1;
100419;2026-04-13;1;
100419;2026-04-20;1;
100419;2026-05-04;1;Stage gaat lekker
100420;2026-03-02;2;Slechte nachtrust
100420;2026-03-09;1;Stage gaat lekker
100420;2026-03-30;1;Het loopt
100420;2026-04-13;2;Druk met stage
100421;2026-03-09;2;
100421;2026-04-13;1;
100421;2026-04-20;1;
100421;2026-05-04;1;Goed weekend gehad
100422;2026-03-16;1;
100422;2026-03-23;1;
100422;2026-04-06;1;
100422;2026-04-13;1;
100422;2026-04-20;1;
100422;2026-04-27;1;
100422;2026-05-04;3;Nog steeds moeilijk
100423;2026-03-16;1;
100423;2026-03-23;2;
100424;2026-03-09;3;
100424;2026-03-16;1;
100424;2026-03-30;1;
100424;2026-04-13;1;
100424;2026-04-20;1;
100425;2026-03-23;1;
100425;2026-03-30;1;Stage gaat lekker
100425;2026-04-06;1;Beetje beter
100425;2026-04-13;2;
100425;2026-05-04;1;
100426;2026-03-23;2;
100426;2026-05-04;2;
100427;2026-04-27;1;
100428;2026-03-02;1;
100428;2026-03-23;1;Beetje beter
100428;2026-03-30;3;Ik weet niet meer of ik dit wil
100428;2026-04-06;1;
100428;2026-04-27;1;
100429;2026-03-02;1;Goed weekend gehad
100429;2026-03-09;2;Niet helemaal lekker
100429;2026-03-16;1;
100429;2026-03-23;1;Goed weekend gehad
100429;2026-03-30;1;
100429;2026-04-06;1;
100429;2026-04-20;1;
100430;2026-03-09;1;
100430;2026-03-30;1;Goed weekend gehad
100430;2026-04-06;2;
100430;2026-04-13;1;
100430;2026-04-20;3;
100431;2026-03-02;1;
100431;2026-03-09;1;Tentamens zijn goed gegaan
100431;2026-03-16;1;Beetje beter
100431;2026-04-13;2;
100431;2026-05-04;1;
100432;2026-03-16;2;Druk met stage
100432;2026-03-30;2;
100432;2026-04-06;1;
100432;2026-04-20;1;
100433;2026-03-02;1;Lekker bezig deze week
100433;2026-03-16;1;Goed weekend gehad
100433;2026-03-30;1;
100433;2026-04-06;1;Beetje beter
100433;2026-04-20;1;Het loopt
100433;2026-05-04;3;
100434;2026-03-16;1;
100434;2026-03-30;1;
100434;2026-04-06;1;
100434;2026-04-13;1;
100434;2026-04-20;1;Goed weekend gehad
100434;2026-04-27;2;Veel huiswerk deze week
100435;2026-03-09;1;
100435;2026-03-23;1;Stage gaat lekker
100435;2026-04-06;3;
100435;2026-04-20;1;
100435;2026-04-27;1;
100436;2026-03-16;1;
100436;2026-03-23;1;
100436;2026-05-04;1;
100437;2026-03-09;1;Het loopt
100437;2026-03-23;2;
100437;2026-04-06;1;
100437;2026-04-20;3;Ik snap de leerstof niet
100437;2026-04-27;1;
100438;2026-03-02;1;
100438;2026-03-23;1;Beetje beter
100438;2026-04-06;2;Niet helemaal lekker
100438;2026-04-27;2;
100439;2026-03-09;1;Tentamens zijn goed gegaan
100439;2026-03-16;1;
100439;2026-03-23;3;
100439;2026-03-30;1;
100439;2026-04-06;2;
100439;2026-04-27;1;
100439;2026-05-04;3;
100440;2026-03-09;1;
100440;2026-04-20;1;
100441;2026-03-23;1;
100441;2026-03-30;1;
100441;2026-04-20;2;Slechte nachtrust
100441;2026-04-27;1;
100442;2026-03-09;1;Het loopt
100442;2026-03-30;1;
100442;2026-04-13;1;Beetje beter
100442;2026-05-04;1;
100443;2026-03-09;1;Stage gaat lekker
100443;2026-03-30;1;
100443;2026-04-20;2;
100444;2026-03-02;2;Veel huiswerk deze week
100444;2026-03-09;1;
100444;2026-03-23;1;Beetje beter
100444;2026-03-30;2;
100444;2026-04-06;1;Tentamens zijn goed gegaan
100444;2026-04-13;1;Goed weekend gehad
100444;2026-04-20;2;
100444;2026-04-27;2;Niet helemaal lekker
100445;2026-03-30;1;
100445;2026-04-13;1;
100445;2026-04-27;1;
100446;2026-03-02;2;
100446;2026-03-16;1;
100446;2026-03-23;1;
100446;2026-03-30;1;
100446;2026-04-06;1;
100446;2026-04-20;1;
100446;2026-04-27;1;
100446;2026-05-04;1;
100447;2026-03-02;1;
100447;2026-04-06;1;
100447;2026-05-04;1;
100448;2026-03-02;1;Tentamens zijn goed gegaan
100448;2026-03-09;2;Slechte nachtrust
100448;2026-03-30;1;
100448;2026-04-20;1;
100448;2026-05-04;1;
100449;2026-03-09;2;
100449;2026-03-30;2;
100449;2026-04-06;1;Beetje beter
100449;2026-04-13;2;
100449;2026-05-04;3;
100450;2026-04-06;2;
100450;2026-04-20;2;Slechte nachtrust
100450;2026-04-27;1;Beetje beter
100451;2026-03-30;1;
100451;2026-04-06;1;
100451;2026-04-27;1;
100452;2026-03-16;1;
100452;2026-03-23;1;
100452;2026-03-30;1;
100452;2026-04-06;1;Beetje beter
100452;2026-04-20;1;Stage gaat lekker
100452;2026-04-27;2;
100452;2026-05-04;1;
100453;2026-03-30;1;
100453;2026-04-06;1;
100453;2026-04-20;1;Goed weekend gehad
100453;2026-04-27;1;
100454;2026-03-30;1;
100454;2026-04-06;1;
100454;2026-04-13;1;
100454;2026-04-20;1;
100454;2026-05-04;2;
100455;2026-03-09;3;
100455;2026-03-30;1;
100455;2026-04-06;1;
100455;2026-04-13;3;
100455;2026-04-27;1;Stage gaat lekker
100456;2026-03-09;2;
100456;2026-03-16;1;
100456;2026-03-30;1;Goed weekend gehad
100456;2026-04-06;1;
100456;2026-04-13;1;
100456;2026-04-27;1;
100457;2026-03-02;1;
100457;2026-03-09;2;Druk met stage
100457;2026-04-06;2;
100457;2026-04-13;1;
100457;2026-04-27;1;
100458;2026-03-16;1;
100458;2026-04-06;1;
100458;2026-04-27;1;
100458;2026-05-04;1;
100459;2026-03-02;1;Het loopt
100459;2026-03-09;1;Tentamens zijn goed gegaan
100459;2026-03-23;2;
100459;2026-04-13;1;
100459;2026-04-20;1;Goed weekend gehad
100460;2026-03-02;1;
100460;2026-03-16;1;
100460;2026-03-30;1;
100460;2026-04-06;3;Ik snap de leerstof niet
100460;2026-04-13;1;
100460;2026-04-20;1;
100460;2026-05-04;1;Tentamens zijn goed gegaan
100461;2026-03-16;1;
100461;2026-03-23;2;Moeite met plannen
100461;2026-03-30;1;
100461;2026-04-20;3;
100461;2026-04-27;1;
100462;2026-03-02;2;Niet helemaal lekker
100462;2026-03-30;1;
100462;2026-04-13;1;Tentamens zijn goed gegaan
100463;2026-03-02;1;
100463;2026-03-09;1;
100463;2026-03-30;1;
100464;2026-03-02;1;
100464;2026-03-16;1;
100464;2026-03-23;1;
100464;2026-04-27;1;
100464;2026-05-04;2;
100465;2026-03-23;1;
100465;2026-03-30;1;Lekker bezig deze week
100465;2026-04-13;2;
100465;2026-04-20;1;Goed weekend gehad
100465;2026-04-27;1;
100465;2026-05-04;1;
100466;2026-03-02;3;
100466;2026-03-30;3;Geen zin meer in school
100466;2026-04-06;3;
100466;2026-04-27;2;
100466;2026-05-04;3;Stage loopt niet lekker
100467;2026-03-09;1;
100467;2026-03-16;1;
100467;2026-04-27;1;
100467;2026-05-04;2;
100468;2026-03-09;3;
100468;2026-03-30;2;Moeite met plannen
100468;2026-04-06;1;
100468;2026-04-13;2;
100468;2026-04-20;2;
100468;2026-04-27;3;
100469;2026-03-09;1;
100469;2026-03-30;1;Beetje beter
100469;2026-04-13;1;
100469;2026-04-20;1;
100469;2026-04-27;1;
100470;2026-03-02;1;Stage gaat lekker
100470;2026-03-09;1;Beetje beter
100470;2026-03-30;1;
100470;2026-04-27;1;
100471;2026-03-09;1;
100471;2026-03-16;2;
100471;2026-03-30;1;Tentamens zijn goed gegaan
100471;2026-04-06;1;
100471;2026-04-20;1;Tentamens zijn goed gegaan
100471;2026-04-27;1;
100472;2026-03-09;1;
100472;2026-03-16;1;Stage gaat lekker
100472;2026-03-30;1;
100472;2026-04-06;1;Goed weekend gehad
100472;2026-04-13;1;
100472;2026-04-20;1;
100472;2026-04-27;2;
100473;2026-03-02;1;Het loopt
100473;2026-03-09;1;
100473;2026-03-30;2;Toetsen stapelen op
100473;2026-04-13;1;Het loopt
100473;2026-04-20;1;
100474;2026-03-02;1;Lekker bezig deze week
100474;2026-03-23;1;Goed weekend gehad
100474;2026-04-06;3;
100474;2026-04-27;1;
100475;2026-03-02;1;
100475;2026-03-16;1;Beetje beter
100475;2026-04-06;2;
100475;2026-04-27;1;Stage gaat lekker
100476;2026-03-02;3;
100476;2026-03-09;1;
100476;2026-04-20;1;
100476;2026-05-04;1;
100477;2026-03-02;1;
100477;2026-03-23;2;Toetsen stapelen op
100477;2026-03-30;1;Beetje beter
100477;2026-04-27;1;
100478;2026-03-09;2;Beetje stress
100478;2026-03-16;2;
100478;2026-03-23;2;
100478;2026-03-30;1;
100478;2026-04-06;1;Stage gaat lekker
100478;2026-04-27;1;Stage gaat lekker
100479;2026-03-02;1;Goed weekend gehad
100479;2026-03-09;1;
100479;2026-03-16;1;
100479;2026-04-06;3;
100479;2026-04-20;2;
100479;2026-04-27;2;Druk met stage
100479;2026-05-04;1;Tentamens zijn goed gegaan
100480;2026-03-02;1;
100480;2026-03-09;1;
100480;2026-03-16;1;
100480;2026-03-23;1;
100480;2026-04-13;2;Veel huiswerk deze week
100480;2026-04-20;2;
100480;2026-05-04;1;
100481;2026-03-02;1;Tentamens zijn goed gegaan
100481;2026-03-16;1;Stage gaat lekker
100481;2026-03-23;1;Lekker bezig deze week
100481;2026-04-06;1;
100481;2026-04-27;1;Lekker bezig deze week
100482;2026-03-16;1;
100482;2026-03-30;2;Toetsen stapelen op
100482;2026-04-13;1;
100482;2026-04-27;1;
100482;2026-05-04;1;
100483;2026-03-23;1;
100483;2026-04-20;3;Echt te veel allemaal
100483;2026-05-04;1;
100484;2026-03-16;1;
100484;2026-03-23;1;
100484;2026-04-13;1;
100484;2026-04-27;1;Lekker bezig deze week
100485;2026-03-23;1;Goed weekend gehad
100485;2026-04-06;1;
100485;2026-04-13;1;Het loopt
100485;2026-04-20;1;
100486;2026-03-23;2;
100486;2026-03-30;1;
100486;2026-04-06;1;
100486;2026-04-13;2;
100486;2026-04-20;3;
100487;2026-03-02;1;
100487;2026-03-16;1;Lekker bezig deze week
100487;2026-03-23;1;Stage gaat lekker
100487;2026-03-30;1;
100487;2026-04-13;3;
100487;2026-05-04;3;
100488;2026-03-09;1;
100488;2026-03-30;3;Nog steeds moeilijk
100488;2026-04-06;2;Moeite met plannen
100488;2026-04-13;1;Het loopt
100488;2026-04-20;1;Tentamens zijn goed gegaan
100488;2026-05-04;2;
100489;2026-03-23;1;
100489;2026-03-30;2;
100489;2026-04-20;1;
100489;2026-05-04;2;Moeite met plannen
100490;2026-03-02;1;
100490;2026-03-23;1;
100490;2026-03-30;2;
100490;2026-04-06;2;
100490;2026-04-13;1;
100490;2026-04-20;2;
100490;2026-04-27;2;
100490;2026-05-04;1;
100491;2026-04-06;1;
100491;2026-04-27;1;Goed weekend gehad
100492;2026-03-09;1;Goed weekend gehad
100492;2026-03-16;1;Stage gaat lekker
100492;2026-03-30;1;Beetje beter
100492;2026-04-27;1;
100492;2026-05-04;2;
100493;2026-03-09;2;
100493;2026-03-23;2;
100493;2026-04-13;1;Het loopt
100493;2026-04-27;2;
100493;2026-05-04;1;
100494;2026-03-16;2;
100494;2026-04-06;1;
100494;2026-04-13;1;Goed weekend gehad
100494;2026-04-27;1;Goed weekend gehad
100495;2026-03-02;1;
100495;2026-03-09;2;
100495;2026-03-16;2;
100495;2026-03-23;1;
100495;2026-04-06;1;
100495;2026-04-13;1;
100495;2026-05-04;3;
100496;2026-03-23;2;Druk met stage
100496;2026-03-30;1;
100496;2026-04-06;1;
100497;2026-03-02;1;
100497;2026-03-23;2;
100497;2026-03-30;1;Tentamens zijn goed gegaan
100497;2026-04-06;3;
100497;2026-04-13;2;
100497;2026-05-04;1;
100498;2026-03-02;1;
100498;2026-03-09;1;
100498;2026-03-16;2;
100498;2026-03-30;1;
100498;2026-04-13;1;Stage gaat lekker
100498;2026-04-20;1;
100499;2026-03-02;1;Stage gaat lekker
100499;2026-03-09;1;Stage gaat lekker
100499;2026-03-16;1;
100499;2026-03-23;2;
100500;2026-03-30;1;
100500;2026-04-06;1;
100500;2026-04-13;1;
100500;2026-04-20;1;
100500;2026-04-27;2;Niet helemaal lekker
100501;2026-03-23;1;
100501;2026-04-20;2;
100501;2026-04-27;1;Beetje beter
100502;2026-03-09;2;Beetje stress
100502;2026-03-30;1;
100502;2026-04-06;1;Stage gaat lekker
100502;2026-04-13;1;
100502;2026-05-04;3;
100503;2026-03-09;1;Goed weekend gehad
100503;2026-03-16;1;
100503;2026-03-23;2;
100503;2026-03-30;1;Goed weekend gehad
100503;2026-04-06;2;
100504;2026-03-09;1;
100504;2026-03-23;1;
100504;2026-03-30;1;Beetje beter
100504;2026-04-06;1;
100505;2026-03-09;1;
100505;2026-03-23;2;
100505;2026-04-13;1;
100505;2026-05-04;2;Toetsen stapelen op
100506;2026-03-09;1;Lekker bezig deze week
100506;2026-03-30;3;
100506;2026-04-13;1;Tentamens zijn goed gegaan
100506;2026-04-27;2;
100507;2026-03-16;2;
100507;2026-04-13;1;Het loopt
100507;2026-05-04;3;Geen zin meer in school
100508;2026-04-06;1;
100508;2026-04-13;1;
100508;2026-04-20;2;
100508;2026-05-04;2;Beetje stress
100509;2026-03-02;1;
100509;2026-03-09;1;
100509;2026-03-16;1;
100509;2026-03-30;1;
100509;2026-04-13;1;
100510;2026-03-02;1;
100510;2026-03-09;1;
100510;2026-03-16;1;
100510;2026-04-06;1;
100510;2026-04-13;1;
100510;2026-04-20;1;
100511;2026-03-02;1;Stage gaat lekker
100511;2026-03-16;2;
100511;2026-04-06;1;Tentamens zijn goed gegaan
100511;2026-04-13;1;
100511;2026-04-27;1;Beetje beter
100511;2026-05-04;2;Slechte nachtrust
100512;2026-03-02;1;
100512;2026-03-23;1;
100512;2026-03-30;2;
100512;2026-04-06;1;Beetje beter
100512;2026-05-04;1;Lekker bezig deze week
100513;2026-03-02;1;
100513;2026-03-16;1;
100513;2026-03-23;1;
100513;2026-04-27;1;
100514;2026-03-02;3;
100514;2026-03-16;1;
100514;2026-03-23;1;Lekker bezig deze week
100514;2026-03-30;1;
100514;2026-04-06;1;
100514;2026-04-20;1;
100514;2026-05-04;1;
100515;2026-03-09;1;
100515;2026-03-23;1;Lekker bezig deze week
100515;2026-03-30;1;
100515;2026-04-13;1;
100515;2026-05-04;1;Lekker bezig deze week
100516;2026-03-23;1;Stage gaat lekker
100516;2026-03-30;2;
100516;2026-04-20;1;
100516;2026-04-27;1;
100516;2026-05-04;1;
100517;2026-03-02;1;Het loopt
100517;2026-03-16;1;
100517;2026-03-23;2;
100517;2026-04-20;3;
100517;2026-05-04;1;
100518;2026-03-02;2;
100518;2026-03-09;2;Privé dingen spelen
100518;2026-03-16;1;
100518;2026-04-06;1;
100519;2026-03-09;1;Lekker bezig deze week
100519;2026-03-23;1;
100519;2026-04-13;1;
100519;2026-04-20;1;
100520;2026-03-02;2;
100520;2026-03-09;2;Beetje stress
100520;2026-03-30;2;
100520;2026-04-13;1;
100520;2026-04-27;1;Het loopt
100520;2026-05-04;1;
100521;2026-03-09;1;Tentamens zijn goed gegaan
100521;2026-03-23;1;Het loopt
100521;2026-03-30;1;Tentamens zijn goed gegaan
100521;2026-04-06;2;
100521;2026-05-04;1;
100522;2026-03-02;1;
100522;2026-03-09;1;
100522;2026-04-06;1;
100522;2026-04-20;1;
100522;2026-04-27;1;
100523;2026-03-09;1;
100523;2026-03-16;1;
100523;2026-03-23;1;
100523;2026-04-27;1;Tentamens zijn goed gegaan
100524;2026-03-09;1;
100524;2026-04-20;1;Lekker bezig deze week
100525;2026-03-02;2;
100525;2026-03-09;1;Stage gaat lekker
100525;2026-04-13;1;
100525;2026-04-20;1;
100525;2026-04-27;1;Goed weekend gehad
100526;2026-03-02;1;
100526;2026-03-09;3;
100526;2026-03-23;1;Het loopt
100526;2026-03-30;2;
100526;2026-04-13;1;Goed weekend gehad
100526;2026-04-27;1;
100527;2026-03-02;1;
100527;2026-03-09;1;
100527;2026-03-23;1;
100527;2026-03-30;2;
100527;2026-04-13;1;
100527;2026-04-20;1;Stage gaat lekker
100527;2026-04-27;1;
100527;2026-05-04;1;
100528;2026-03-09;2;
100528;2026-03-23;2;
100528;2026-04-06;2;
100528;2026-04-13;2;Druk met stage
100528;2026-04-27;1;Goed weekend gehad
100528;2026-05-04;1;Tentamens zijn goed gegaan
100529;2026-03-30;1;Goed weekend gehad
100529;2026-04-06;3;
100529;2026-04-20;1;
100530;2026-03-02;1;
100530;2026-03-16;1;
100530;2026-03-23;2;
100530;2026-04-13;1;
100530;2026-04-20;1;
100530;2026-04-27;1;
100530;2026-05-04;1;
100531;2026-03-09;1;
100531;2026-03-23;1;
100531;2026-04-13;2;Niet helemaal lekker
100532;2026-03-09;1;Goed weekend gehad
100532;2026-03-16;1;Beetje beter
100532;2026-04-20;1;
100533;2026-03-02;1;
100533;2026-03-16;1;
100533;2026-04-06;1;
100533;2026-04-13;2;
100533;2026-05-04;2;
100534;2026-03-02;2;Druk met stage
100534;2026-03-16;1;
100534;2026-03-23;2;
100534;2026-04-13;1;
100534;2026-04-20;2;
100535;2026-03-02;2;Moeite met plannen
100535;2026-03-09;1;
100535;2026-03-16;2;
100535;2026-03-23;3;
100535;2026-04-06;3;
100535;2026-04-13;3;
100535;2026-04-20;2;
100535;2026-04-27;1;
100536;2026-03-09;2;
100536;2026-03-16;1;
100536;2026-03-30;2;Slechte nachtrust
100536;2026-04-06;2;
100536;2026-04-27;2;
100536;2026-05-04;2;
100537;2026-04-20;1;
100537;2026-04-27;1;
100537;2026-05-04;2;Moeite met plannen
100538;2026-03-09;1;
100538;2026-03-30;1;Lekker bezig deze week
100539;2026-03-16;2;Veel huiswerk deze week
100539;2026-03-23;1;
100539;2026-03-30;3;
100539;2026-04-06;1;
100539;2026-04-13;1;Stage gaat lekker
100539;2026-04-27;1;
100540;2026-03-02;1;
100541;2026-03-02;1;
100541;2026-03-09;3;
100541;2026-03-23;1;
100541;2026-04-06;2;
100541;2026-04-20;1;Beetje beter
100541;2026-04-27;1;
100541;2026-05-04;1;
100542;2026-03-09;1;Goed weekend gehad
100542;2026-03-23;1;
100542;2026-04-06;1;Het loopt
100542;2026-05-04;1;Het loopt
100543;2026-03-02;1;
100543;2026-03-16;1;Tentamens zijn goed gegaan
100543;2026-04-06;1;
100543;2026-04-13;1;
100544;2026-03-09;1;
100544;2026-03-23;1;Lekker bezig deze week
100544;2026-03-30;1;
100544;2026-04-06;1;Het loopt
100544;2026-04-13;1;Lekker bezig deze week
100545;2026-03-02;2;Privé dingen spelen
100545;2026-03-23;1;
100545;2026-04-13;1;
100545;2026-04-27;2;
100546;2026-03-09;1;
100546;2026-03-23;1;
100546;2026-04-06;1;
100546;2026-05-04;2;
100547;2026-03-16;3;
100547;2026-03-30;1;
100547;2026-04-06;1;
100547;2026-04-27;1;
100547;2026-05-04;1;Stage gaat lekker
100548;2026-03-09;1;
100548;2026-03-16;3;
100548;2026-04-20;1;
100548;2026-04-27;2;
100549;2026-03-23;1;
100549;2026-04-06;1;Stage gaat lekker
100549;2026-04-13;1;Het loopt
100549;2026-04-20;1;Het loopt
100549;2026-05-04;2;
100550;2026-03-02;1;Goed weekend gehad
100550;2026-03-23;2;
100550;2026-03-30;1;
100551;2026-03-02;1;Het loopt
100551;2026-03-09;1;Goed weekend gehad
100551;2026-04-13;1;
100551;2026-04-20;2;Beetje stress
100552;2026-03-02;2;
100552;2026-03-16;1;
100552;2026-03-23;1;
100552;2026-04-06;1;Goed weekend gehad
100552;2026-04-20;1;
100552;2026-04-27;3;
100552;2026-05-04;1;
100553;2026-03-16;1;Lekker bezig deze week
100553;2026-03-30;2;
100553;2026-04-13;1;
100553;2026-05-04;1;
100554;2026-03-02;1;
100554;2026-03-16;1;
100554;2026-03-23;1;Goed weekend gehad
100554;2026-03-30;1;
100554;2026-04-06;1;
100554;2026-04-20;1;Goed weekend gehad
100554;2026-05-04;1;
100555;2026-03-09;1;Stage gaat lekker
100555;2026-04-20;1;
100555;2026-04-27;1;
100555;2026-05-04;1;Tentamens zijn goed gegaan
100556;2026-03-23;1;Lekker bezig deze week
100556;2026-04-06;1;
100556;2026-04-13;1;
100556;2026-04-20;3;Nog steeds moeilijk
100557;2026-03-09;1;Goed weekend gehad
100557;2026-04-13;1;Stage gaat lekker
100557;2026-04-20;1;Goed weekend gehad
100558;2026-03-02;1;
100558;2026-03-23;1;
100558;2026-04-13;1;
100558;2026-04-20;1;
100558;2026-05-04;1;
100559;2026-03-02;1;
100559;2026-03-16;2;
100559;2026-03-23;1;
100559;2026-03-30;1;
100559;2026-04-20;1;
100559;2026-05-04;2;
100560;2026-03-02;1;
100560;2026-03-16;1;
100560;2026-03-30;1;Beetje beter
100560;2026-04-13;1;
100560;2026-04-20;1;
100560;2026-04-27;2;
100561;2026-03-02;2;Niet helemaal lekker
100561;2026-04-06;1;
100561;2026-04-27;1;
100561;2026-05-04;1;
100562;2026-03-02;1;
100562;2026-03-30;1;
100562;2026-04-06;1;Het loopt
100562;2026-04-13;1;
100562;2026-05-04;2;
100563;2026-03-02;1;
100563;2026-03-09;2;
100563;2026-03-16;1;
100563;2026-04-27;1;
100564;2026-03-23;1;
100564;2026-03-30;1;
100564;2026-04-13;2;
100564;2026-04-27;1;Goed weekend gehad
100564;2026-05-04;1;Stage gaat lekker
100565;2026-03-02;1;
100565;2026-03-23;2;Moeite met plannen
100565;2026-05-04;1;Tentamens zijn goed gegaan
100566;2026-03-02;2;
100566;2026-03-09;1;
100566;2026-03-23;1;Het loopt
100566;2026-04-27;2;Niet helemaal lekker
100567;2026-03-02;2;Niet helemaal lekker
100567;2026-03-09;1;
100567;2026-03-16;1;
100567;2026-04-06;1;Lekker bezig deze week
100567;2026-04-27;1;Lekker bezig deze week
100567;2026-05-04;1;Goed weekend gehad
100568;2026-04-13;1;
100568;2026-04-27;1;
100569;2026-03-02;1;Tentamens zijn goed gegaan
100569;2026-03-09;1;Het loopt
100569;2026-04-06;2;
100570;2026-03-02;1;
100570;2026-03-09;1;
100570;2026-04-20;1;
100571;2026-03-09;1;
100571;2026-03-16;1;Stage gaat lekker
100571;2026-03-23;2;
100571;2026-04-06;1;Lekker bezig deze week
100571;2026-05-04;1;
100572;2026-03-02;1;Stage gaat lekker
100572;2026-03-09;2;Druk met stage
100572;2026-04-20;1;Het loopt
100573;2026-03-09;1;
100573;2026-03-23;2;
100573;2026-04-06;2;
100573;2026-04-13;2;
100573;2026-05-04;1;
100574;2026-03-16;2;
100574;2026-03-23;1;
100574;2026-03-30;3;
100574;2026-04-06;2;Veel huiswerk deze week
100574;2026-05-04;2;Niet helemaal lekker
100575;2026-03-02;3;
100575;2026-03-30;1;
100575;2026-04-13;1;
100575;2026-04-27;1;
100575;2026-05-04;2;
100576;2026-03-02;3;
100576;2026-03-16;1;
100576;2026-03-23;1;
100576;2026-03-30;1;
100576;2026-04-13;2;
100577;2026-03-02;1;
100577;2026-03-09;1;Het loopt
100577;2026-03-23;1;Het loopt
100577;2026-04-06;2;Moeite met plannen
100577;2026-04-13;1;Tentamens zijn goed gegaan
100578;2026-03-02;3;
100578;2026-03-16;1;
100578;2026-03-23;1;Lekker bezig deze week
100578;2026-03-30;1;
100578;2026-04-20;1;
100579;2026-03-30;1;
100580;2026-03-02;2;
100580;2026-03-16;1;Beetje beter
100580;2026-03-23;1;
100580;2026-03-30;1;Lekker bezig deze week
100580;2026-04-06;2;
100580;2026-05-04;2;
100581;2026-03-23;1;Lekker bezig deze week
100581;2026-04-27;3;
100582;2026-03-02;1;
100582;2026-03-30;3;
100583;2026-03-02;1;
100583;2026-03-09;2;Beetje stress
100583;2026-03-16;1;
100583;2026-04-13;2;
100584;2026-03-02;2;
100584;2026-03-09;1;
100584;2026-04-06;3;
100585;2026-03-02;1;
100585;2026-03-09;1;
100585;2026-03-16;1;
100585;2026-03-23;2;Beetje stress
100585;2026-03-30;2;
100585;2026-04-06;2;
100585;2026-04-13;1;
100585;2026-04-27;2;
100585;2026-05-04;1;
100586;2026-03-09;1;
100586;2026-04-06;1;
100586;2026-04-13;3;
100586;2026-04-27;2;Privé dingen spelen
100587;2026-03-09;1;
100587;2026-03-16;2;Veel huiswerk deze week
100587;2026-03-30;3;
100587;2026-04-20;1;
100587;2026-04-27;2;
100587;2026-05-04;1;
100588;2026-03-02;1;
100588;2026-03-09;2;
100588;2026-03-16;1;Goed weekend gehad
100588;2026-03-23;2;
100588;2026-03-30;1;
100588;2026-04-06;2;Slechte nachtrust
100588;2026-04-13;1;Tentamens zijn goed gegaan
100588;2026-04-20;1;Het loopt
100588;2026-05-04;2;
100589;2026-03-09;1;
100589;2026-03-16;1;
100589;2026-04-06;3;
100589;2026-04-20;3;Conflict met stagebegeleider
100589;2026-04-27;1;
100590;2026-03-16;1;
100590;2026-03-23;1;Lekker bezig deze week
100590;2026-04-06;1;
100590;2026-04-13;1;
100590;2026-04-27;1;
100591;2026-03-09;1;Het loopt
100591;2026-03-16;2;
100591;2026-04-06;1;
100592;2026-03-02;2;Privé dingen spelen
100592;2026-03-16;1;
100592;2026-03-23;1;
100592;2026-04-13;1;
100592;2026-04-27;1;Goed weekend gehad
100593;2026-03-02;2;
100593;2026-03-09;2;
100593;2026-03-16;1;
100593;2026-03-23;1;Lekker bezig deze week
100593;2026-04-06;1;Goed weekend gehad
100593;2026-04-13;2;
100593;2026-04-20;2;
100594;2026-03-09;1;
100594;2026-03-30;1;
100594;2026-04-27;1;
100594;2026-05-04;2;Veel huiswerk deze week
100595;2026-03-09;2;Niet helemaal lekker
100595;2026-03-30;2;
100595;2026-04-06;1;Goed weekend gehad
100595;2026-04-27;2;
100596;2026-03-02;3;Geen zin meer in school
100596;2026-03-09;1;
100596;2026-03-16;2;
100596;2026-04-20;2;Privé dingen spelen
100596;2026-04-27;1;
100597;2026-03-02;1;
100597;2026-03-09;3;
100597;2026-03-23;1;
100597;2026-04-06;1;
100597;2026-04-13;1;
100597;2026-04-27;1;
100597;2026-05-04;1;
100598;2026-03-16;2;
